EXOAURORA PROXIMA CENTAURI B 5577A OI LINE SEARCH
=================================================

ORIGIN:            http://archive.eso.org/cms.html
NUMBER OF SPECTRA: 319
TOTAL EXP TIME:    69.58 hours

DIRECT LINK 1:     http://archive.eso.org/wdb/wdb/adp/phase3_main/query?wdbo=html%2fdisplay&max_rows_returned=200&cltarget=gl551&resolver=none&wdb_input_file=&coord_sys=eq&coord1=&coord2=&box=02%2009%2000&tab_ra=on&tab_dec=on&tab_filter=on&filter=Any&tab_wavelength=on&wavelength=Any&tab_dataproduct_type=on&dataproduct_type=Any&tel_id=Any&tab_ins_id=on&ins_id=HARPS&obstech=Any&tab_date_obs=on&date_obs=&mjd_obs=&tab_exptime=on&exptime=&multi_ob=%25&tab_collection_name=on&tab_prog_id=on&prog_id=&username=&p3orig=%25&tab_origfile=on&origfile=&tab_dp_id=on&dp_id=&rel_date=&tab_referenc=on&referenc=&batch_id=&publication_date=&wdb_input_file_raw=&order_main=dummy&
DIRECT LINK 2:     http://archive.eso.org/wdb/wdb/adp/phase3_main/query?wdbo=html%2fdisplay&max_rows_returned=800&target=proxima&resolver=none&wdb_input_file=&coord_sys=eq&coord1=&coord2=&box=02%2009%2000&tab_ra=on&tab_dec=on&tab_filter=on&filter=Any&tab_wavelength=on&wavelength=Any&tab_dataproduct_type=on&dataproduct_type=Any&tel_id=Any&tab_ins_id=on&ins_id=HARPS&obstech=Any&tab_date_obs=on&date_obs=&mjd_obs=&tab_exptime=on&exptime=&multi_ob=%25&tab_collection_name=on&tab_prog_id=on&prog_id=&username=&p3orig=%25&tab_origfile=on&origfile=&tab_dp_id=on&dp_id=&rel_date=&tab_referenc=on&referenc=&batch_id=&publication_date=&wdb_input_file_raw=&order_main=dummy&

OBJECT             PROG_ID            PI-COI             DATE-OBS                  EXPTIME           ORIGFILE
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T06:33:08.550   500.000700         HARPS.2013-05-06T06:33:08.551_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T23:57:06.394   600.001100         HARPS.2013-05-05T23:57:06.395_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-12-31T07:09:17.723   1200.000400        HARPS.2013-12-31T07:09:17.724_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T07:48:31.974   599.999400         HARPS.2013-05-05T07:48:31.974_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T02:56:14.938   599.999600         HARPS.2013-05-05T02:56:14.938_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T02:13:14.531   500.000600         HARPS.2013-05-08T02:13:14.532_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-03-04T08:41:53.821   201.001200         HARPS.2013-03-04T08:41:53.822_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T09:03:08.506   600.000100         HARPS.2013-05-05T09:03:08.507_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-03-14T07:28:10.744   900.000900         HARPS.2013-03-14T07:28:10.745_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T07:06:23.840   600.000900         HARPS.2013-05-05T07:06:23.841_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T04:54:32.954   500.000300         HARPS.2013-05-06T04:54:32.955_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T07:27:27.826   600.000400         HARPS.2013-05-05T07:27:27.827_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T02:39:15.944   499.994100         HARPS.2013-05-06T02:39:15.945_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T02:35:10.501   600.000000         HARPS.2013-05-05T02:35:10.501_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-14T00:18:58.412   600.000400         HARPS.2013-05-14T00:18:58.412_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T06:06:33.522   500.000600         HARPS.2013-05-06T06:06:33.523_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T02:58:43.227   500.000200         HARPS.2013-05-08T02:58:43.228_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-14T02:25:41.388   599.999600         HARPS.2013-05-14T02:25:41.389_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T01:42:30.590   600.000300         HARPS.2013-05-05T01:42:30.590_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T01:28:54.269   500.000600         HARPS.2013-05-08T01:28:54.269_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T03:15:32.858   500.000100         HARPS.2013-05-06T03:15:32.859_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T00:37:31.022   599.994000         HARPS.2013-05-05T00:37:31.022_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T03:24:24.961   500.000500         HARPS.2013-05-06T03:24:24.961_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T06:15:24.784   500.000500         HARPS.2013-05-06T06:15:24.785_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T06:52:25.939   600.000600         HARPS.2013-05-05T06:52:25.939_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T01:55:30.496   500.000000         HARPS.2013-05-08T01:55:30.497_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-09T23:38:16.057   599.999900         HARPS.2013-05-09T23:38:16.057_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T08:57:02.934   499.999500         HARPS.2013-05-06T08:57:02.934_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T04:56:25.506   600.000900         HARPS.2013-05-05T04:56:25.506_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T02:39:50.478   500.000000         HARPS.2013-05-08T02:39:50.479_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T09:23:38.511   499.993600         HARPS.2013-05-06T09:23:38.512_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-01-18T08:05:55.631   900.000900         HARPS.2013-01-18T08:05:55.632_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T09:24:12.493   600.000200         HARPS.2013-05-05T09:24:12.493_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-14T06:07:49.237   600.000600         HARPS.2013-05-14T06:07:49.238_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T01:18:35.965   499.993800         HARPS.2013-05-06T01:18:35.965_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T06:41:53.961   599.994400         HARPS.2013-05-05T06:41:53.961_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-03-12T06:30:31.872   900.000700         HARPS.2013-03-12T06:30:31.873_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-03-10T07:58:23.075   900.000800         HARPS.2013-03-10T07:58:23.075_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T05:49:13.588   600.000600         HARPS.2013-05-05T05:49:13.589_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T03:34:10.926   499.999900         HARPS.2013-05-08T03:34:10.927_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T05:17:38.223   599.999900         HARPS.2013-05-05T05:17:38.223_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-10T05:21:01.593   599.999700         HARPS.2013-05-10T05:21:01.594_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-12-30T07:30:55.121   1199.999900        HARPS.2013-12-30T07:30:55.121_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T02:48:08.026   499.994100         HARPS.2013-05-06T02:48:08.027_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T00:05:54.937   600.000400         HARPS.2013-05-05T00:05:54.937_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T00:26:58.994   599.994300         HARPS.2013-05-05T00:26:58.994_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-07T04:00:20.936   500.000000         HARPS.2013-05-07T04:00:20.936_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T02:57:48.613   499.993300         HARPS.2013-05-06T02:57:48.613_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T03:25:18.494   499.999900         HARPS.2013-05-08T03:25:18.494_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-04T23:55:22.879   600.000800         HARPS.2013-05-04T23:55:22.879_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T03:43:02.379   499.993700         HARPS.2013-05-08T03:43:02.379_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T04:27:57.167   499.999600         HARPS.2013-05-06T04:27:57.168_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T02:03:34.946   600.000900         HARPS.2013-05-05T02:03:34.946_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T00:16:30.975   500.000300         HARPS.2013-05-06T00:16:30.976_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-03-19T05:46:32.453   900.001000         HARPS.2013-03-19T05:46:32.454_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-12T03:27:39.150   599.999300         HARPS.2013-05-12T03:27:39.150_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T06:42:00.943   500.000800         HARPS.2013-05-06T06:42:00.944_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-11T00:20:35.551   600.000700         HARPS.2013-05-11T00:20:35.551_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T00:34:16.020   499.999900         HARPS.2013-05-06T00:34:16.020_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T08:20:07.499   600.001500         HARPS.2013-05-05T08:20:07.499_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T01:18:19.530   499.999700         HARPS.2013-05-08T01:18:19.530_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T07:37:59.945   600.000200         HARPS.2013-05-05T07:37:59.946_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T08:30:39.498   599.999800         HARPS.2013-05-05T08:30:39.498_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T04:45:53.517   599.999800         HARPS.2013-05-05T04:45:53.517_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T07:17:28.524   500.000600         HARPS.2013-05-06T07:17:28.525_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T02:30:58.916   500.000400         HARPS.2013-05-08T02:30:58.916_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T00:16:26.506   600.000000         HARPS.2013-05-05T00:16:26.507_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T02:04:22.968   500.000500         HARPS.2013-05-08T02:04:22.968_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-10T05:09:51.332   600.000000         HARPS.2013-05-10T05:09:51.333_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T01:09:43.512   499.993300         HARPS.2013-05-06T01:09:43.512_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T07:16:55.908   599.999800         HARPS.2013-05-05T07:16:55.909_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T03:06:46.547   600.000200         HARPS.2013-05-05T03:06:46.547_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-14T05:34:38.434   600.000700         HARPS.2013-05-14T05:34:38.435_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T04:00:45.923   499.999600         HARPS.2013-05-08T04:00:45.924_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T01:28:20.080   500.000200         HARPS.2013-05-06T01:28:20.081_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T07:53:03.526   500.000400         HARPS.2013-05-06T07:53:03.527_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T03:07:34.479   499.999800         HARPS.2013-05-08T03:07:34.480_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T00:43:07.544   500.000900         HARPS.2013-05-06T00:43:07.544_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T09:13:40.505   600.000000         HARPS.2013-05-05T09:13:40.505_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-03-05T07:10:00.340   900.001400         HARPS.2013-03-05T07:10:00.340_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T02:48:41.880   500.000800         HARPS.2013-05-08T02:48:41.881_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T08:09:35.940   600.000500         HARPS.2013-05-05T08:09:35.941_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T08:52:37.067   600.000800         HARPS.2013-05-05T08:52:37.068_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T01:54:55.600   500.000300         HARPS.2013-05-06T01:54:55.600_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-14T23:47:23.706   600.000100         HARPS.2013-05-14T23:47:23.706_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T03:17:18.935   600.000500         HARPS.2013-05-05T03:17:18.936_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T04:09:37.865   500.000500         HARPS.2013-05-08T04:09:37.865_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T05:38:52.509   500.000700         HARPS.2013-05-06T05:38:52.509_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T05:03:24.939   500.000400         HARPS.2013-05-06T05:03:24.940_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T04:24:49.490   600.000300         HARPS.2013-05-05T04:24:49.490_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-03-11T08:59:03.054   900.001100         HARPS.2013-03-11T08:59:03.055_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-07T03:51:28.584   500.000300         HARPS.2013-05-07T03:51:28.584_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T05:28:10.101   600.000400         HARPS.2013-05-05T05:28:10.102_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T02:24:38.503   600.000300         HARPS.2013-05-05T02:24:38.503_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T03:41:47.954   600.000800         HARPS.2013-05-05T03:41:47.954_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T02:21:31.959   499.999700         HARPS.2013-05-06T02:21:31.960_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T05:21:08.953   500.000800         HARPS.2013-05-06T05:21:08.954_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-03-22T05:30:53.833   900.000800         HARPS.2013-03-22T05:30:53.834_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-09T00:01:29.877   500.000100         HARPS.2013-05-09T00:01:29.878_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-16T00:29:27.016   600.000600         HARPS.2013-05-16T00:29:27.017_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T00:07:39.033   500.000700         HARPS.2013-05-06T00:07:39.034_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T04:08:45.636   500.000900         HARPS.2013-05-06T04:08:45.636_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T01:37:46.992   500.000000         HARPS.2013-05-08T01:37:46.992_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T02:03:47.962   500.000200         HARPS.2013-05-06T02:03:47.963_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T01:37:11.594   500.000500         HARPS.2013-05-06T01:37:11.594_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T07:08:37.012   500.000300         HARPS.2013-05-06T07:08:37.013_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T08:46:16.033   500.000700         HARPS.2013-05-06T08:46:16.033_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T00:51:59.966   500.000300         HARPS.2013-05-06T00:51:59.967_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T03:33:16.814   500.000600         HARPS.2013-05-06T03:33:16.815_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T01:09:06.568   600.000500         HARPS.2013-05-05T01:09:06.568_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-15T23:46:42.561   600.000500         HARPS.2013-05-15T23:46:42.561_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T05:57:41.199   499.994300         HARPS.2013-05-06T05:57:41.199_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T02:45:42.530   599.999500         HARPS.2013-05-05T02:45:42.530_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T01:46:38.534   500.000200         HARPS.2013-05-08T01:46:38.534_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-14T23:23:12.656   600.000500         HARPS.2013-05-14T23:23:12.656_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T03:51:53.920   499.999500         HARPS.2013-05-08T03:51:53.921_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T02:14:06.944   600.000200         HARPS.2013-05-05T02:14:06.944_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-11T07:38:13.177   600.000200         HARPS.2013-05-11T07:38:13.177_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T09:34:44.002   600.000100         HARPS.2013-05-05T09:34:44.003_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T01:09:27.788   500.000700         HARPS.2013-05-08T01:09:27.788_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T06:20:49.503   600.000400         HARPS.2013-05-05T06:20:49.504_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T07:26:27.767   499.999900         HARPS.2013-05-06T07:26:27.768_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-10T05:32:34.935   600.000300         HARPS.2013-05-10T05:32:34.935_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T07:35:19.490   499.999700         HARPS.2013-05-06T07:35:19.491_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T00:48:02.941   599.994000         HARPS.2013-05-05T00:48:02.941_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-14T01:22:12.994   600.000900         HARPS.2013-05-14T01:22:12.995_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T08:41:11.646   599.999400         HARPS.2013-05-05T08:41:11.646_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T09:05:54.946   500.000500         HARPS.2013-05-06T09:05:54.947_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T04:03:45.954   600.000300         HARPS.2013-05-05T04:03:45.954_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T05:06:57.584   600.000000         HARPS.2013-05-05T05:06:57.585_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T04:18:29.637   499.999800         HARPS.2013-05-08T04:18:29.638_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-08T03:16:26.922   499.999900         HARPS.2013-05-08T03:16:26.922_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-01-30T07:46:41.138   900.000900         HARPS.2013-01-30T07:46:41.138_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T07:44:11.943   500.000300         HARPS.2013-05-06T07:44:11.943_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T04:36:48.999   499.993600         HARPS.2013-05-06T04:36:48.999_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-14T01:54:27.513   600.000300         HARPS.2013-05-14T01:54:27.514_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T01:53:02.948   600.000200         HARPS.2013-05-05T01:53:02.949_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T00:58:34.919   599.999700         HARPS.2013-05-05T00:58:34.920_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T08:10:47.532   500.000700         HARPS.2013-05-06T08:10:47.532_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T07:59:03.962   600.000600         HARPS.2013-05-05T07:59:03.962_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T01:46:03.986   500.000300         HARPS.2013-05-06T01:46:03.986_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T03:53:13.935   600.000000         HARPS.2013-05-05T03:53:13.936_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
