EXOAURORA PROXIMA CENTAURI B 5577A OI LINE SEARCH
=================================================

ORIGIN:            http://archive.eso.org/cms.html
NUMBER OF SPECTRA: 319
TOTAL EXP TIME:    69.58 hours

DIRECT LINK 1:     http://archive.eso.org/wdb/wdb/adp/phase3_main/query?wdbo=html%2fdisplay&max_rows_returned=200&cltarget=gl551&resolver=none&wdb_input_file=&coord_sys=eq&coord1=&coord2=&box=02%2009%2000&tab_ra=on&tab_dec=on&tab_filter=on&filter=Any&tab_wavelength=on&wavelength=Any&tab_dataproduct_type=on&dataproduct_type=Any&tel_id=Any&tab_ins_id=on&ins_id=HARPS&obstech=Any&tab_date_obs=on&date_obs=&mjd_obs=&tab_exptime=on&exptime=&multi_ob=%25&tab_collection_name=on&tab_prog_id=on&prog_id=&username=&p3orig=%25&tab_origfile=on&origfile=&tab_dp_id=on&dp_id=&rel_date=&tab_referenc=on&referenc=&batch_id=&publication_date=&wdb_input_file_raw=&order_main=dummy&
DIRECT LINK 2:     http://archive.eso.org/wdb/wdb/adp/phase3_main/query?wdbo=html%2fdisplay&max_rows_returned=800&target=proxima&resolver=none&wdb_input_file=&coord_sys=eq&coord1=&coord2=&box=02%2009%2000&tab_ra=on&tab_dec=on&tab_filter=on&filter=Any&tab_wavelength=on&wavelength=Any&tab_dataproduct_type=on&dataproduct_type=Any&tel_id=Any&tab_ins_id=on&ins_id=HARPS&obstech=Any&tab_date_obs=on&date_obs=&mjd_obs=&tab_exptime=on&exptime=&multi_ob=%25&tab_collection_name=on&tab_prog_id=on&prog_id=&username=&p3orig=%25&tab_origfile=on&origfile=&tab_dp_id=on&dp_id=&rel_date=&tab_referenc=on&referenc=&batch_id=&publication_date=&wdb_input_file_raw=&order_main=dummy&

OBJECT             PROG_ID            PI-COI             DATE-OBS                  EXPTIME           ORIGFILE
Gl551              183.C-0437(A)      Bonfils            2013-03-16T06:22:43.175   900.001000         HARPS.2013-03-16T06:22:43.175_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-03-18T05:56:12.991   900.000800         HARPS.2013-03-18T05:56:12.992_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-05T03:31:16.085   600.000500         HARPS.2013-05-05T03:31:16.086_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-06T04:45:40.632   500.000100         HARPS.2013-05-06T04:45:40.632_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Gl551              183.C-0437(A)      Bonfils            2013-01-28T08:42:49.463   900.000700         HARPS.2013-01-28T08:42:49.463_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-12-30T07:10:24.126   1200.000700        HARPS.2013-12-30T07:10:24.126_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2013-05-10T05:44:21.809   599.994200         HARPS.2013-05-10T05:44:21.809_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-10T07:47:12.720   1200.001200        HARPS.2014-01-10T07:47:12.720_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-04T07:14:45.250   1200.000700        HARPS.2014-01-04T07:14:45.250_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-03T07:10:40.457   1200.000600        HARPS.2014-01-03T07:10:40.458_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-08T07:22:48.577   1200.000800        HARPS.2014-01-08T07:22:48.577_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-04T08:19:19.276   1200.000100        HARPS.2014-01-04T08:19:19.276_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-02T07:39:43.129   1200.000400        HARPS.2014-01-02T07:39:43.129_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-08T08:42:26.438   1200.001400        HARPS.2014-01-08T08:42:26.438_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-06T08:26:39.816   1200.000000        HARPS.2014-01-06T08:26:39.816_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-09T06:45:18.908   1200.001000        HARPS.2014-01-09T06:45:18.909_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-01T07:45:19.973   1200.001000        HARPS.2014-01-01T07:45:19.973_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-10T06:37:23.626   1200.001400        HARPS.2014-01-10T06:37:23.627_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-01T07:23:51.925   1199.999600        HARPS.2014-01-01T07:23:51.925_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-09T07:29:02.057   1200.001100        HARPS.2014-01-09T07:29:02.057_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-09T08:35:17.687   1200.000800        HARPS.2014-01-09T08:35:17.687_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-02T08:01:02.567   1200.000600        HARPS.2014-01-02T08:01:02.568_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-06T08:47:20.351   1200.000700        HARPS.2014-01-06T08:47:20.351_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-10T08:36:21.699   1200.001500        HARPS.2014-01-10T08:36:21.699_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-03T08:28:43.353   1199.999600        HARPS.2014-01-03T08:28:43.353_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima            191.C-0505(A)      UNKNOWN            2014-01-08T06:41:43.777   1200.001300        HARPS.2014-01-08T06:41:43.777_s1d_A_DRS_HARPS_3.5_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-17T09:05:48.326   1199.998300        HARPS.2016-03-17T09:05:48.327_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(F)      UNKNOWN            2016-04-01T09:11:29.842   1199.998200        HARPS.2016-04-01T09:11:29.843_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(C)      UNKNOWN            2016-02-15T09:13:39.222   1199.998300        HARPS.2016-02-15T09:13:39.222_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-19T08:45:57.402   1199.998300        HARPS.2016-01-19T08:45:57.402_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-02-05T08:53:16.440   1199.998300        HARPS.2016-02-05T08:53:16.441_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(D)      UNKNOWN            2016-02-24T08:40:06.273   1199.998300        HARPS.2016-02-24T08:40:06.273_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(C)      UNKNOWN            2016-02-16T08:57:20.382   1199.998300        HARPS.2016-02-16T08:57:20.382_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(B)      UNKNOWN            2016-02-07T09:02:31.510   1199.998300        HARPS.2016-02-07T09:02:31.510_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-20T08:34:13.334   1199.998300        HARPS.2016-01-20T08:34:13.335_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(D)      UNKNOWN            2016-02-26T09:07:05.121   1199.998200        HARPS.2016-02-26T09:07:05.122_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(D)      UNKNOWN            2016-02-18T08:27:08.135   1199.998300        HARPS.2016-02-18T08:27:08.136_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(D)      UNKNOWN            2016-02-27T08:42:59.447   1199.998300        HARPS.2016-02-27T08:42:59.448_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(B)      UNKNOWN            2016-02-09T09:03:20.185   1199.998200        HARPS.2016-02-09T09:03:20.185_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-23T08:41:35.247   1199.998200        HARPS.2016-01-23T08:41:35.248_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(D)      UNKNOWN            2016-02-19T08:30:53.818   1199.998300        HARPS.2016-02-19T08:30:53.819_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-02-28T08:44:01.461   1199.998300        HARPS.2016-02-28T08:44:01.461_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(B)      UNKNOWN            2016-02-10T08:57:53.324   1199.998300        HARPS.2016-02-10T08:57:53.324_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-25T08:40:52.464   1199.998300        HARPS.2016-01-25T08:40:52.465_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(B)      UNKNOWN            2016-02-11T09:00:50.244   1199.998300        HARPS.2016-02-11T09:00:50.244_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(D)      UNKNOWN            2016-02-20T08:25:12.455   1199.998300        HARPS.2016-02-20T08:25:12.456_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-02-29T08:51:43.864   1199.998300        HARPS.2016-02-29T08:51:43.864_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-26T08:44:43.813   1199.998300        HARPS.2016-01-26T08:44:43.814_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(D)      UNKNOWN            2016-02-21T08:25:04.209   1199.998300        HARPS.2016-02-21T08:25:04.210_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(C)      UNKNOWN            2016-02-13T09:08:03.272   1199.998300        HARPS.2016-02-13T09:08:03.272_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-01T08:56:27.431   1199.998300        HARPS.2016-03-01T08:56:27.432_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-27T08:46:06.222   1199.998200        HARPS.2016-01-27T08:46:06.223_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(C)      UNKNOWN            2016-02-14T09:02:08.382   1199.998300        HARPS.2016-02-14T09:02:08.383_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(D)      UNKNOWN            2016-02-22T08:31:58.221   1199.998200        HARPS.2016-02-22T08:31:58.221_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-02T08:50:22.350   1199.998300        HARPS.2016-03-02T08:50:22.350_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-28T08:58:06.081   1199.998300        HARPS.2016-01-28T08:58:06.082_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-29T08:48:12.526   1199.998300        HARPS.2016-01-29T08:48:12.527_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-02-02T09:14:00.677   1199.998300        HARPS.2016-02-02T09:14:00.677_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-03T09:20:41.987   1199.998300        HARPS.2016-03-03T09:20:41.988_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-30T08:57:54.468   1199.998200        HARPS.2016-01-30T08:57:54.469_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-01-31T08:51:35.289   1199.998300        HARPS.2016-01-31T08:51:35.289_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-02-03T08:58:37.515   1199.998300        HARPS.2016-02-03T08:58:37.516_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-05T08:53:55.778   1199.998300        HARPS.2016-03-05T08:53:55.779_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-02-02T08:52:53.130   1199.998200        HARPS.2016-02-02T08:52:53.130_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(A)      UNKNOWN            2016-02-04T08:40:55.848   1199.998300        HARPS.2016-02-04T08:40:55.848_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-06T09:41:18.566   1199.998300        HARPS.2016-03-06T09:41:18.566_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-20T09:37:28.321   1199.998300        HARPS.2016-03-20T09:37:28.322_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-11T09:22:07.976   1199.998300        HARPS.2016-03-11T09:22:07.977_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-07T09:35:11.352   1199.998300        HARPS.2016-03-07T09:35:11.352_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-13T08:59:05.493   1199.998300        HARPS.2016-03-13T08:59:05.494_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(F)      UNKNOWN            2016-03-26T08:42:53.622   1199.998300        HARPS.2016-03-26T08:42:53.622_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-08T09:37:12.573   1199.998300        HARPS.2016-03-08T09:37:12.573_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-14T09:00:52.014   1199.998300        HARPS.2016-03-14T09:00:52.014_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(F)      UNKNOWN            2016-03-26T09:11:31.847   1199.998300        HARPS.2016-03-26T09:11:31.847_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-09T09:36:03.692   1199.998300        HARPS.2016-03-09T09:36:03.693_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-15T09:06:07.990   1199.998300        HARPS.2016-03-15T09:06:07.991_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(F)      UNKNOWN            2016-03-27T09:13:57.778   1199.998300        HARPS.2016-03-27T09:13:57.778_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-10T08:57:40.853   1199.998300        HARPS.2016-03-10T08:57:40.853_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-16T09:11:24.097   1199.998300        HARPS.2016-03-16T09:11:24.098_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(F)      UNKNOWN            2016-03-28T09:10:41.991   1199.998300        HARPS.2016-03-28T09:10:41.992_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(F)      UNKNOWN            2016-03-29T09:06:58.121   1199.998300        HARPS.2016-03-29T09:06:58.122_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-18T08:59:02.544   1199.998200        HARPS.2016-03-18T08:59:02.544_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(F)      UNKNOWN            2016-03-30T09:19:12.796   1199.998300        HARPS.2016-03-30T09:19:12.796_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
Proxima-Centauri   096.C-0082(E)      UNKNOWN            2016-03-19T09:41:30.328   1199.998300        HARPS.2016-03-19T09:41:30.329_s1d_A_DRS_HARPS_3.8_ESOSDP.fits
